title,year,cites,doi,oa_url,primary_pdf,topic
An Open-Source High-Concurrency and High-Performance Parallel Router for UltraScale FPGAs,2025,0,https://doi.org/10.1109/tcad.2025.3587534,https://doi.org/10.1109/tcad.2025.3587534,,Interconnection Networks and Systems; Embedded Systems Design Techniques; Parallel Computing and Optimization Techniques
Modeling Techniques for the Formal Verification of Integrated Circuits at Transistor-Level: Performance Versus Precision Tradeoffs,2025,0,https://doi.org/10.1109/tcad.2025.3608647,https://hal.science/hal-05290989,,VLSI and Analog Circuit Testing; Integrated Circuits and Semiconductor Failure Analysis; Advancements in Photolithography Techniques
ReFFT: An Energy-Efficient RRAM-Based FFT Accelerator,2025,0,https://doi.org/10.1109/tcad.2025.3627146,https://doi.org/10.1109/tcad.2025.3627146,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Parallel Computing and Optimization Techniques
A complete set of transformation rules for reversible circuits,2025,0,https://doi.org/10.1109/tcad.2025.3641533,https://arxiv.org/pdf/2508.17273,,Quantum Computing Algorithms and Architecture; Quantum-Dot Cellular Automata; Physical Unclonable Functions (PUFs) and Hardware Security
Online Training and Inference System on Edge FPGA Using Delayed Feedback Reservoir,2025,0,https://doi.org/10.1109/tcad.2025.3541565,https://arxiv.org/pdf/2504.11970,,Machine Learning and ELM; Neural Networks and Applications; Neural Networks and Reservoir Computing
HeteroQNN: Enabling Distributed QNN Under Heterogeneous Quantum Devices,2025,0,https://doi.org/10.1109/tcad.2025.3588457,https://doi.org/10.1109/tcad.2025.3588457,,Quantum-Dot Cellular Automata; Advanced Memory and Neural Computing; Quantum Computing Algorithms and Architecture
In-Situ Hardware Error Detection Using Specification-Derived Petri Net Models and Behavior-Derived State Sequences,2026,0,https://doi.org/10.1109/tcad.2026.3691284,https://arxiv.org/pdf/2505.04108,,Radiation Effects in Electronics; Distributed systems and fault tolerance; Petri Nets in System Modeling
Machine Learning-Based Timing and Power Models for Multiple-Input Switching and Glitch Effects,2026,0,https://doi.org/10.1109/tcad.2026.3651416,https://doi.org/10.1109/tcad.2026.3651416,,Low-power high-performance VLSI design; Parallel Computing and Optimization Techniques; Semiconductor materials and devices
COSH: An Efficient Cross-Snapshot Accelerator for High-performance Dynamic Heterogeneous GNN,2026,0,https://doi.org/10.1109/tcad.2026.3669790,https://doi.org/10.1109/tcad.2026.3669790,,Advanced Neural Network Applications; Parallel Computing and Optimization Techniques; Advanced Data Storage Technologies
HotReRAM: A Performance-Power–Thermal Simulation Framework for ReRAM-Based Caches,2025,0,https://doi.org/10.1109/tcad.2025.3546855,https://doi.org/10.1109/TCAD.2025.3546855,,Advanced Memory and Neural Computing; Ferroelectric and Negative Capacitance Devices; Interconnection Networks and Systems
Quantum KNN Classification With <i>K</i> Value Selection and Neighbor Selection,2023,52,https://doi.org/10.1109/tcad.2023.3345251,https://ieeexplore.ieee.org/ielx7/43/6917053/10366842.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10366842.pdf,Quantum Computing Algorithms and Architecture; Quantum Information and Cryptography; Neural Networks and Applications
Reliability-Aware Personalized Deployment of Approximate Computation IoT Applications in Serverless Mobile Edge Computing,2024,33,https://doi.org/10.1109/tcad.2024.3437344,https://hub.hku.hk/handle/10722/351090,,Parallel Computing and Optimization Techniques; Cloud Computing and Resource Management; Quantum Computing Algorithms and Architecture
Counterexample Guided Neural Network Quantization Refinement,2023,18,https://doi.org/10.1109/tcad.2023.3335313,https://ieeexplore.ieee.org/ielx7/43/6917053/10324349.pdf,https://ieeexplore.ieee.org/ielx7/43/6917053/10324349.pdf,Adversarial Robustness in Machine Learning; Advanced Neural Network Applications; Domain Adaptation and Few-Shot Learning
Congestion-Aware Vertical Link Placement and Application Mapping Onto 3-D Network-on-Chip Architectures,2024,17,https://doi.org/10.1109/tcad.2024.3371255,https://portal.findresearcher.sdu.dk/da/publications/b5a183da-88ed-410c-9c23-83c6a279cb93,,Interconnection Networks and Systems; Embedded Systems Design Techniques; Parallel Computing and Optimization Techniques
Shuttling for Scalable Trapped-Ion Quantum Computers,2024,16,https://doi.org/10.1109/tcad.2024.3513262,https://doi.org/10.1109/tcad.2024.3513262,,Quantum Computing Algorithms and Architecture; Quantum and electron transport phenomena; Quantum Information and Cryptography
DyBit: Dynamic Bit-Precision Numbers for Efficient Quantized Neural Network Inference,2023,12,https://doi.org/10.1109/tcad.2023.3342730,http://hdl.handle.net/10722/366081,,Advanced Neural Network Applications; Neural Networks and Applications; COVID-19 diagnosis using AI
EASTER: Learning to Split Transformers at the Edge Robustly,2024,10,https://doi.org/10.1109/tcad.2024.3438995,https://pure.uva.nl/ws/files/217880391/EASTER.pdf,,Scientific Computing and Data Management; Parallel Computing and Optimization Techniques; Simulation Techniques and Applications
EdgeCompress: Coupling Multidimensional Model Compression and Dynamic Inference for EdgeAI,2023,4,https://doi.org/10.1109/tcad.2023.3276938,https://hdl.handle.net/11250/3140137,,Advanced Neural Network Applications; Advanced Image and Video Retrieval Techniques; Image Enhancement Techniques
Computing Execution Times With Execution Decision Diagrams in the Presence of Out-of-Order Resources,2023,4,https://doi.org/10.1109/tcad.2023.3258752,https://hal.science/hal-04069420/document,,Real-Time Systems Scheduling; Distributed systems and fault tolerance; Parallel Computing and Optimization Techniques
TSLA: A Task-Specific Learning Adaptation for Semantic Segmentation on Autonomous Vehicles Platform,2024,3,https://doi.org/10.1109/tcad.2024.3491015,https://arxiv.org/pdf/2508.12279,,Advanced Neural Network Applications
MC-QDSNN: Quantized Deep Evolutionary SNN With Multidendritic Compartment Neurons for Stress Detection Using Physiological Signals,2024,3,https://doi.org/10.1109/tcad.2024.3484353,https://arxiv.org/pdf/2410.04992,,Emotion and Mood Recognition
Domain-Adaptive Online Active Learning for Real-Time Intelligent Video Analytics on Edge Devices,2024,3,https://doi.org/10.1109/tcad.2024.3453188,https://doi.org/10.1109/tcad.2024.3453188,,Neural Networks and Applications
Vespa: Logic-Level Constraint-Based Validation for Continuous-Flow Microfluidic Devices,2024,2,https://doi.org/10.1109/tcad.2024.3435706,https://doi.org/10.1109/tcad.2024.3435706,,Electrowetting and Microfluidic Technologies; Innovative Microfluidic and Catalytic Techniques Innovation; Microfluidic and Capillary Electrophoresis Applications
Benchmark Suite for Resilience Assessment of Deep Learning Models,2025,1,https://doi.org/10.1109/tcad.2025.3578297,https://hal.science/hal-05109951/document,,Adversarial Robustness in Machine Learning; Anomaly Detection Techniques and Applications; Fault Detection and Control Systems
POMDP-Active Inference Model for Hybrid Critical Multicore Heterogeneous Scheduling,2025,1,https://doi.org/10.1109/tcad.2025.3592586,https://eprints.whiterose.ac.uk/id/eprint/240797/1/TCAD_POMDP_Final_1_.pdf,,Scheduling and Optimization Algorithms; Distributed and Parallel Computing Systems; Real-Time Systems Scheduling
ARCTIC: Approximate Real-Time Computing in a Cache-Conscious Multicore Environment,2024,1,https://doi.org/10.1109/tcad.2024.3384442,https://repository.essex.ac.uk/38093/1/ARCTIC_IEEE_TCAD.pdf,,Parallel Computing and Optimization Techniques; Distributed and Parallel Computing Systems; Embedded Systems Design Techniques
Fully Programmatic Automated Design Procedure of Comparators for Analog-to-Digital Converters,2025,0,https://doi.org/10.1109/tcad.2025.3560224,https://doi.org/10.1109/tcad.2025.3560224,,Sensor Technology and Measurement Systems; Electric Power Systems and Control; Analog and Mixed-Signal Circuit Design
CEGraph: Cache-Efficient Management for Streaming Graph Processing,2025,0,https://doi.org/10.1109/tcad.2025.3575362,https://doi.org/10.1109/tcad.2025.3575362,,Graph Theory and Algorithms; Caching and Content Delivery; Distributed and Parallel Computing Systems
Rethinking Latency-Aware DNN Design With GPU Tail Effect Analysis,2024,0,https://doi.org/10.1109/tcad.2024.3404413,https://doi.org/10.13016/m20hnm-cbw2,,Brain Tumor Detection and Classification; Advanced Neural Network Applications; Machine Learning and ELM
Enhancing LUT-based Deep Neural Networks Inference through Architecture and Connectivity Optimization,2026,0,https://doi.org/10.1109/tcad.2026.3654908,https://arxiv.org/pdf/2601.09773,,Advanced Neural Network Applications; Adversarial Robustness in Machine Learning; Big Data and Digital Economy
FANS: A Fairness-Aware and QoS-Enhanced Scheduler for ZNS SSDs in Shared Environments,2026,0,https://doi.org/10.1109/tcad.2026.3674444,https://doi.org/10.1109/tcad.2026.3674444,,Advanced Data Storage Technologies; Distributed systems and fault tolerance; Cloud Data Security Solutions
GPAQuant: Accelerating Personalized Recommendation with Group-Wise and PIM-Aware Quantization,2026,0,https://doi.org/10.1109/tcad.2026.3675957,https://doi.org/10.1109/tcad.2026.3675957,,Recommender Systems and Techniques; Machine Learning in Healthcare; Advanced Graph Neural Networks
RTCache: An Efficient Remapping Table Cache for NVM Wear-Leveling,2026,0,https://doi.org/10.1109/tcad.2026.3666818,https://doi.org/10.1109/tcad.2026.3666818,,Parallel Computing and Optimization Techniques; Advanced Data Storage Technologies; Cloud Computing and Resource Management
